,A,B,C,D,E,F,G,H,I,J
22,50.041996527696064,26.52984197236633,98.07541224439818,2.4152340319425147,21.54547368256624,68.27814676124989,13.981521557906461,8.073227224645418,88.84390241801296,20.23405651778346
23,34.28529407935132,73.93036756478092,40.62104813193038,37.34801772638657,6.481818612194912,22.369809293236496,52.652409602833806,73.24253892550591,31.58876586485755,5.904584656401768
24,88.53246938745468,29.26774852141666,62.277504164117715,31.68908462680361,96.82955100936789,32.66949720942476,97.22000438722213,29.632709126359458,69.80091678216633,19.3216136423947
25,31.53995837270973,50.667365531930464,56.93588298481963,71.53585694782085,19.378222211840633,76.37947570370395,60.39507893376993,87.2906167304394,62.07582882613127,82.03001561204417
26,84.9913673545457,94.95434358180209,93.06349384453925,92.92732856070606,65.81178082511715,8.52536839998309,48.57926328675849,40.48074329043,56.96967120441234,62.22910942780766
27,92.2550337965726,47.58992172159924,61.500668536406266,2.7673251612648997,36.592132496285444,76.62311969971084,76.75335823715696,51.996544643933774,75.4927739939876,85.98578930470985
28,34.03192045418309,68.2165923546684,53.58905632774206,21.554008658069847,38.96033222517816,8.061792765099685,28.4861844696915,36.35963416939719,3.7275972978820793,35.769174397201034
29,40.60066306351373,67.40585247922809,37.35027560996815,68.04747684090667,91.60551065511031,7.202010506780832,46.29868285544115,67.05485811320253,87.73521994432691,90.67411599306652
30,59.85771106739459,28.75701207550476,4.823329076453275,11.468363987961238,5.811416896332567,28.94171315366344,71.87175571130301,17.19132576064012,52.9266481326804,96.3888619987401
31,21.73123992030107,35.34161649574068,38.83698682604734,74.375878655642,51.983352539655456,96.46012501447554,51.583225563710734,41.43215938238476,61.16411847082182,67.06775952749287
32,12.168875536369406,75.02717160337785,34.71966267427668,9.702700061919911,17.655828944857767,94.37808006947178,57.28909563492483,51.540360456818156,36.36288621025008,44.22661192968667
33,13.188287290905954,74.69034764946699,13.456791940624768,37.115414989062565,26.43235356769129,29.73743578032345,46.94700488648772,10.721063627162152,43.67645600686044,75.71066774739914
34,33.622055082450466,98.64104746337387,32.34731983204937,73.94283900690883,84.17787009737782,70.99250753457362,57.335146096506975,74.01551875419023,32.337343643897235,46.992179462282735
35,23.673711977305846,18.758220859993358,6.378981085013202,71.98951253082726,91.38278166194051,21.882101888332105,43.7830621210206,89.66763711006526,3.7244568408586254,7.388604482350491
36,42.01483474455172,53.74360350367085,97.20396582724487,77.39221886794475,12.397484464943453,14.253083386989807,27.819004842225116,11.961580489315605,11.37454321877993,39.781110690432776
37,43.20116503570954,83.46393186607045,9.05033477729117,72.2653801734325,32.1483870842287,0.05543385309518811,64.9053185470649,34.29887410440957,33.84543548874382,82.21477311380114
38,94.56030487517941,80.74676553641716,6.258481401590366,30.67168996664813,58.10315017268432,68.22923434033696,53.29893586066612,11.65964865645992,47.74517082680853,99.13029039869538
39,74.70319160492923,68.6196514484752,40.725637596964035,63.61740442444327,98.5940618898377,44.6840989490482,13.781653187455046,45.51274800428887,4.385857567782725,18.391015447441482
40,77.31982970572538,49.915952071572214,88.78862321322438,16.03512124393078,35.862786878754285,60.8902406462544,64.33844404954405,77.76579305977307,63.22088433783558,82.52901075463936
41,79.8585246013984,29.227111109764447,69.38958938671838,41.723786767657735,39.382817745269236,39.654706186931946,7.6271390489442314,40.011305034689684,49.87813079475455,81.03740167726367
42,42.62778383073772,10.12139834134711,43.240250583484894,26.906066687430886,84.83666659313093,61.293992870005276,2.2566000221871385,85.74021635722247,59.08123760776463,21.09183970350973
43,96.25894519699695,70.65936944188545,62.770282844770406,48.83451413196502,2.663379627414797,59.96375420510959,34.687250393926014,88.99127203993716,73.50521294212291,44.292919339538074
44,98.97843802541449,16.387502573038994,85.40172697466225,98.58204720725928,23.035928979351937,76.8609816358769,94.07811542510821,37.12060918345742,66.86230912294043,45.29105513570833
45,81.81225941651957,82.31851233012418,4.596528976589931,76.94696936137535,64.18583569537194,70.74423460101966,38.13602609104374,60.7521610778947,56.94329066266764,63.00523719359585
46,85.63743259177225,33.24757772633578,45.62555766926239,52.65511712712186,57.26709062920108,97.04262171182056,99.22123064359394,77.52273386848894,59.199939665040816,86.93380536445832
47,27.595923412149826,29.661725532991092,28.90803775081442,3.6280922688860517,53.169637591393325,28.158817334680098,38.72506518437591,63.64110102958084,21.430330949387834,92.27495339764576
48,17.14036153239612,73.62965765772506,14.396405591494688,68.86913258144222,84.0387964319633,4.001259342263353,81.65146367695262,61.00370779632732,39.418187546009634,43.50677895010085
49,48.60903225266653,5.956196010476644,56.2399107714784,85.60351120928608,11.499316022716933,83.67091730940524,71.02148627136458,28.398807275542225,38.692664170544646,75.5939139010178
50,87.68543099931428,20.82904039569392,55.94753525411175,24.2577593979735,45.392722091987494,54.6705433393678,36.75779649646115,58.841308592863065,30.55283937203781,98.3527128479412
51,76.46246404754791,10.309413527959933,4.789789888777607,54.519957252155024,65.36591802477237,77.15434170600201,28.677826423898335,97.72377226722611,30.57165927893649,75.67912378063724
52,23.448333935929465,31.46640136116573,86.83894421602328,80.94739874632421,10.24880274755995,84.78072426962433,56.77930719669949,43.31033245060132,52.100389638224044,90.91242223844903
53,43.04224333223174,51.19211452981452,96.66286742557051,83.71875288667377,72.32882892191505,59.923605355725876,44.29032330620119,28.09764657943984,37.49304599248884,73.81770262839886
54,15.646497423181138,26.70772683211373,32.90996703822038,4.723681556337411,77.74233913657216,72.7372661952605,24.756124215475992,75.87860640930795,43.634698145685,10.228764305018101
55,5.759293439027269,0.11375291073514315,58.93245628403495,73.7334528486226,10.422666653296764,37.59639258229709,86.89435393144652,37.24406163998979,12.782973336268755,14.983624080715586
56,2.716391728986456,98.41892020737038,21.673128159122513,93.01369167059747,96.97714404226528,52.65763854247963,40.1217080663701,55.59222207587785,92.53776186416923,5.598114227197614
57,9.639019305963547,54.00051304092168,33.88306624454744,86.3933507509224,10.686241213782155,67.44569740644828,55.230762118705215,54.081304374645114,79.65055620005992,74.9514544671977
58,52.35303805143354,65.74898020001885,81.50601236750394,97.73307199730614,27.463020975090625,90.67485301735005,64.22996092128405,38.66167572071686,66.5776121659445,28.047105334611377
59,55.68545191457418,72.62120566754791,16.611253085515663,18.807130047226593,84.06342531040154,88.26551153084694,3.794197020793655,59.93765873588668,32.23066147358507,71.65060759775716
60,10.399958173648006,2.0113739186108814,81.35891297549561,15.821772810704038,44.70085418406421,17.833897408526312,87.58178974645557,44.53198930654339,28.877648969774285,4.621153207122363
61,3.189572476372615,8.684009941019655,10.94625152483053,16.002904360522983,46.74956249513089,26.160489443245062,14.410536138955344,10.214515647891476,55.284921634761666,61.45035569675203
62,73.00398373438782,13.521809984934618,85.51866085404498,58.82283659350635,89.98989782919784,37.57016682694467,5.6944283226333825,46.25044321208228,98.41789649349683,19.238001221723998
63,40.6295397094423,93.02089962857977,93.07436901067283,94.81469206866629,73.58445806643914,27.452380341206418,34.811350909497406,22.32642585483273,74.47612747967197,76.06957143959488
64,47.6014807517141,19.178553764679517,40.02891361814669,22.183902448033333,95.746665159439,27.10671116331058,40.17883103027435,34.99542715193306,88.12038253073206,90.47896104545934
65,44.378319410853315,11.298236547176144,40.06622564508812,13.843739039999415,5.124488395908089,89.39107605434026,97.2899730891529,15.202459976772055,65.05440294176587,6.939081349046461
66,66.9979346413833,1.2877449369308458,74.77846557064315,22.426515274568114,48.214080915817604,74.3791365159008,53.56937181702237,70.45408241288486,5.388412871369108,16.088880795239525
67,0.39018049240573394,82.98127029734485,0.886100557156777,36.62488463879454,42.00037548001523,90.46002867425477,23.01201297589941,26.75818106304191,76.52828596595114,88.7371416569652
68,3.996138653392678,72.23073494429897,64.4312330598512,51.071920523247826,58.90837294752188,24.233053911516546,40.36237076330409,12.904327407778105,23.368142967758708,4.653431062017099
69,50.842628791389544,13.222310858400677,40.69570303929709,96.13695100885174,18.376287383521706,84.40481774373637,7.280925006458327,97.3419463011935,19.804869572710892,37.714994939910774
70,79.25575111499995,93.28460534870892,25.39421266355484,51.888871976895764,0.8420060211219993,22.6410439191145,23.869343454260296,80.91725921888614,75.76210142060832,77.33722190734237
71,16.89408910297453,97.88612048384006,54.661257654533934,0.5609966515005116,20.241808960138176,67.57639595319485,89.1543930186657,63.44172812455974,62.74603222023959,41.677920111426445
72,88.22672284905487,19.785461171755447,56.93222504918425,22.372258674948654,97.0068656723284,61.17867662411541,90.87367150813522,29.32671797916464,4.649514216779416,53.05681647199742
73,15.23975388189982,78.45802811990731,40.92032601128697,0.8361332974858526,13.731963635799548,42.997804975743314,60.36095758527005,90.55379512713063,95.21102806402176,49.994086329399224
74,53.25054426796101,67.84903937289269,55.49298981668927,89.59641158990155,6.941389139731058,89.81896884638407,61.7076890629716,58.35740821149661,12.94224271174269,47.79848104451867
75,3.1422188980534838,60.18896513407189,96.62001866030586,70.82777371142252,99.82947268400856,27.00524095051057,81.26306013990697,6.819797479840162,97.72249895941343,53.09513302791935
76,79.08156902840786,67.0465600355224,64.23295295066119,98.86378894871689,21.848924977355143,4.945134981423848,53.289252599836644,24.696880926450724,10.716358073958187,60.642399199786034
77,20.588709005672268,10.902806049014234,93.30871112732638,47.95357983234605,83.65515975643198,44.34873031125499,80.52778114577765,33.446106644250825,63.942765673734655,72.03940762409786
78,85.90931126176368,49.73708933182584,15.82743936026041,3.2960671855874923,4.02526773788826,83.59260728896129,24.86492973247477,4.153307294260444,94.72411551133875,49.05495931358254
79,8.07526153102829,77.9367411252367,34.532077075953104,78.4311628149004,70.24290254488041,49.213034647835755,24.776351437880017,63.011369694475086,80.47086260231679,4.399023336589158
80,56.411006455685474,62.283955215072105,65.24226335431196,17.411670699830673,85.92835599140881,4.358457613996558,13.05338419806824,3.6253016160104456,7.613476006593234,20.98888977642347
81,88.22485649266416,75.77666966208875,6.916032834927133,64.98093627686123,34.03146018448212,73.96922836535396,78.9780087635669,48.54806067312782,53.42397993908673,76.25333717825677
82,77.69782129734486,29.695893968771536,76.29372607047196,26.180320750700524,87.0381161754313,75.96094691520973,34.94515289612804,95.17907050937177,34.85772323925887,58.13761458696754
83,30.784070472068947,92.49684487661779,43.10013731826523,48.83172816623943,68.13086210111747,52.88077089800473,60.26394709318237,59.47228141550976,34.39519693261632,2.8817992506113277
84,63.3675975423004,91.93680492934926,80.63451912251261,79.17902478792978,40.35997999638025,17.12837678686053,75.2998097192069,27.903768326471134,77.6484655303035,83.61468842010021
85,56.16123053679242,36.602461664113775,59.86479671293664,24.163003131820826,31.44441269209006,29.948511227020802,69.08673035993121,86.08495621315907,73.6212869963681,44.32644229596012
86,67.85932595685661,38.35714527178871,28.050002467996617,83.20184842003272,64.72371291074272,27.717635238855053,75.66696887350027,78.68603517658185,73.59416557097418,24.65372347101885
87,48.00441472369839,85.77384487217668,1.6525587456776236,17.351618207371324,88.1052410212852,15.878786163669956,28.27535149629573,1.8774224037104603,21.866580198789876,63.76127524971442
88,61.29439828201687,46.8368048131109,36.44016924335727,11.34818769490038,60.907288844530505,3.7748448324914086,1.837396810164471,88.40030418758282,52.84816260088544,92.80045403554486
89,70.5566923616161,2.863924887983371,58.925007340653636,50.93343433743621,27.995858999478695,31.166574602719177,59.71187241999781,64.00147061665238,77.06092358669194,49.639829841430824
90,61.10275066543605,62.53710789746852,67.09603190132376,72.0860608001397,44.70350675601519,10.64139780702793,70.87581655921413,84.38125618486283,59.48209807577071,4.751063490019247
91,71.12824982508843,22.73090627726193,12.593289842701195,4.149105450481516,22.8106109156198,44.689014222202076,18.336157119224673,31.28113176793481,76.07161497171036,52.8815047669524
92,88.18820835022814,31.236685558460596,36.25180916211609,86.46867141697373,11.407353138422815,94.28432125920708,91.00935550240884,50.04535080734455,81.76335039378043,88.86122165111445
93,58.74572369872205,95.96632683074064,96.99625921096079,40.6035148139966,66.80291778079466,3.5511614785827206,71.45624545644745,77.35119693573114,86.03895954191997,35.894486638841684
94,53.13133628331772,60.08029019042876,14.788903298709455,47.510037100855826,5.4187570269140455,7.098658905023791,81.08721239362922,76.61353618153034,94.57634531676068,53.44229421444161
95,28.861600754218653,81.36267296720638,36.48053327802376,30.32125043876902,7.322779942850943,83.16106290772551,65.93434310628257,95.86233598501683,38.88512049716423,71.78905500648985
96,76.23452636299255,61.20145019028125,41.67998282212568,96.22971378662227,62.435216798740534,91.67393863495438,6.638893183207884,91.78616511480506,19.66638543415542,5.615238036496894
97,6.707724446577723,3.0970669677872986,69.81578494132214,76.20534977960766,32.7464741485727,92.08354112266484,71.89306946443025,41.585810082283125,80.91980143901249,83.55827972318029
98,94.89230580560908,60.14604832063293,56.300769163273124,60.176371733834664,62.53514899414226,35.782501428583465,2.004497292832108,73.27855727077815,12.843912734573093,98.71547749393285
99,18.350547888196587,50.1671481128276,22.43836547876079,68.86846507029503,60.6725556692239,86.33710430359258,15.689651762913904,41.77123820294938,72.81110981563786,4.500057226457854
